Bait	Bait Mutation Status and/or Drug Condition	Prey	AvePSM	Z	WD	Entropy	Prey Gene Name	
BRCA1	s1655f_eto	Q9UMZ2	2.333333333	1.629156911	1.533320544	1.483355755	SYNRG	
BRCA1	s1655f_eto	O96005	2	3.042564959	8.402747726	1.584962501	CLPTM1	
BRCA1	wt	P38398	103.3333333	Inf	NA	1.584411381	BRCA1	
BRCA1	wt	Q99728	24.66666667	Inf	NA	1.569125853	BARD1	
BRCA1	wt	Q96RL1	21	Inf	NA	1.583905452	UIMC1	
BRCA1	wt	Q9BX63	18	Inf	NA	1.580742164	BRIP1	
BRCA1	wt	Q99708	15.66666667	Inf	NA	1.467339229	RBBP8	
BRCA1	wt	P46736	11	Inf	NA	1.574020489	BRCC3	
BRCA1	wt	P40692	11	16.11283283	3.668069121	1.536525899	MLH1	
BRCA1	wt	Q9NWV8	10	31.74485096	20.53816654	1.571829239	BABAM1	
BRCA1	wt	Q6UWZ7	8.666666667	Inf	NA	1.577221668	FAM175A	
BRCA1	wt	P41252	8	1.975401548	1.657172924	1.533005045	IARS	
BRCA1	wt	Q96SB4	7.333333333	1.897992884	1.675328033	1.573692105	SRPK1	
BRCA1	wt	Q9NXR7	6.333333333	6.708238392	2743.483827	1.569974075	BRE	
BRCA1	wt	Q96SB3	5.666666667	6.328919909	96.08059369	1.552594267	PPP1R9B	
BRCA1	wt	Q15643	5.333333333	1.407149899	5.461956639	1.564053541	TRIP11	
BRCA1	wt	Q15007	4.666666667	2.873014041	2.356923526	1.537855236	WTAP	
BRCA1	wt	P30086	4.333333333	3.220994308	1.757901997	1.553763114	PEBP1	
BRCA1	wt	P51649	3.666666667	2.480422046	5.806732076	1.574627401	ALDH5A1	
BRCA1	wt	P22314	3.333333333	2.158951178	2.0327282	1.404826958	UBA1	
BRCA1	wt	Q9UBB9	3.333333333	1.659927712	1.936000407	1.573355385	TFIP11	
BRCA1	wt	P49023	3	1.655507526	1.856419057	1.541007871	PXN	
BRCA1	wt	P26639	3	2.338460202	1.721878296	1.463458299	TARS	
BRCA1	wt	Q5SW79	2.666666667	2.74186148	2.620959458	1.446554269	CEP170	
BRCA1	wt	Q9Y570	2.333333333	3.079900364	2.26896917	1.483355755	PPME1	
BRCA1	wt	P50395	2.333333333	2.833634134	1.621309787	1.56320209	GDI2	
BRCA1	wt	P80303	2.333333333	4.174099728	1.614948941	1.099483982	NUCB2	
BRCA1	wt	O96019	2.333333333	3.65385299	1.585635871	1.56320209	ACTL6A	
BRCA1	wt	P61088	2	3.36632946	8.607794347	1.493709546	UBE2N	
BRCA1	wt	Q69YN4	2	2.80180789	3.43796761	1.493709546	KIAA1429	
BRCA1	wt	P42285	2	2.650162246	2.641189932	1.584962501	SKIV2L2	
BRCA1	wt	P51148	2	3.19260163	2.617144024	1.493709546	RAB5C	
BRCA1	wt	Q92979	2	1.902965211	2.418825753	1.339664264	EMG1	
BRCA1	wt	O15084	2	1.619277424	2.236855275	1.493709546	ANKRD28	
BRCA1	wt	Q92922	2	1.713695652	2.011585141	1.584962501	SMARCC1	
BRCA1	wt	O95394	2	2.000491502	1.974230265	1.493709546	PGM3	
BRCA1	wt	Q09161	2	2.281543043	1.959539806	1.493709546	NCBP1	
BRCA1	wt_eto	P38398	85.66666667	Inf	NA	1.582985018	BRCA1	
BRCA1	wt_eto	Q99728	25.33333333	Inf	NA	1.583268746	BARD1	
BRCA1	wt_eto	Q9BX63	17.33333333	Inf	NA	1.581395248	BRIP1	
BRCA1	wt_eto	Q99708	13.66666667	Inf	NA	1.569153706	RBBP8	
BRCA1	wt_eto	O14578	13.66666667	1.839711642	1.990657262	1.584137918	CIT	
BRCA1	wt_eto	Q96RL1	13.33333333	Inf	NA	1.581469437	UIMC1	
BRCA1	wt_eto	P41252	8	1.975401548	1.657172924	1.564884333	IARS	
BRCA1	wt_eto	Q9NWV8	7	22.11899293	17.18346296	1.584962501	BABAM1	
BRCA1	wt_eto	Q6UWZ7	6.666666667	Inf	NA	1.581635257	FAM175A	
BRCA1	wt_eto	Q15643	6.333333333	1.745153537	5.952029256	1.483355755	TRIP11	
BRCA1	wt_eto	P40692	5.666666667	8.067115508	2.632721994	1.567711658	MLH1	
BRCA1	wt_eto	P46736	5.333333333	Inf	NA	1.564053541	BRCC3	
BRCA1	wt_eto	Q9NXR7	5	6.708238392	2437.649349	1.536651495	BRE	
BRCA1	wt_eto	Q9UBB9	5	2.764978738	2.371106569	1.515654656	TFIP11	
BRCA1	wt_eto	O15084	4	3.676197394	3.163391067	1.584962501	ANKRD28	
BRCA1	wt_eto	Q15007	3.666666667	2.13243821	2.089189412	1.510002757	WTAP	
BRCA1	wt_eto	Q15398	3.666666667	1.891285138	1.629790256	1.510002757	DLGAP5	
BRCA1	wt_eto	O60568	3	7.243096925	8.213661343	1.584962501	PLOD3	
BRCA1	wt_eto	P49023	3	1.655507526	1.856419057	1.584962501	PXN	
BRCA1	wt_eto	P51649	2.666666667	1.67826721	4.951997753	1.517528789	ALDH5A1	
BRCA1	wt_eto	Q2M389	2.666666667	2.48252061	3.698968512	1.566367267	KIAA1033	
BRCA1	wt_eto	Q92922	2.666666667	2.469974484	2.322778445	1.566367267	SMARCC1	
BRCA1	wt_eto	P26639	2.666666667	2.017092864	1.623402426	1.517528789	TARS	
BRCA1	wt_eto	O43684	2.333333333	5.385209733	2.516631852	1.56320209	BUB3	
BRCA1	wt_eto	Q9UKV8	2.333333333	2.600184443	1.960959322	1.483355755	EIF2C2	
BRCA1	wt_eto	Q9Y3T9	2.333333333	2.007745499	1.660383233	1.483355755	NOC2L	
BRCA1	wt_eto	P30040	2.333333333	3.026239236	1.619549064	1.56320209	ERP29	
BRCA1	wt_eto	Q9NQW6	2.333333333	1.960890848	1.537214145	1.428412468	ANLN	
BRCA1	wt_eto	Q9HD33	2	1.571673258	5.504064475	1.493709546	MRPL47	
BRCA1	wt_eto	Q14738	2	2.978144203	2.517892057	1.493709546	PPP2R5D	
BRCA1	wt_eto	Q5SW79	2	1.933914837	2.269817473	1.493709546	CEP170	
BRCA1	wt_eto	Q969G3	2	1.717559206	2.102558672	1.493709546	SMARCE1	
BRCA1	wt_eto	Q9Y333	2	1.738867558	2.009788815	1.584962501	LSM2	
BRCA1	wt_eto	Q9UPW6	2	1.667675421	1.960261166	1.493709546	SATB2	
BRCA1	wt_eto	P50395	2	2.343998824	1.501041189	1.493709546	GDI2	
BRIP1	a745t	Q9BX63	88	Inf	NA	1.584776896	BRIP1	
BRIP1	a745t	P40692	28.66666667	42.76427147	5.92147318	1.582508119	MLH1	
BRIP1	a745t	P54277	9	Inf	NA	1.56890616	PMS1	
BRIP1	a745t	P54278	8	Inf	NA	1.584962501	PMS2	
BRIP1	a745t_eto	Q9BX63	88.66666667	Inf	NA	1.582114133	BRIP1	
BRIP1	a745t_eto	P40692	26.66666667	39.74712747	5.711175876	1.578865244	MLH1	
BRIP1	a745t_eto	P54277	6.333333333	Inf	NA	1.569974075	PMS1	
BRIP1	a745t_eto	P54278	5.333333333	Inf	NA	1.564053541	PMS2	
BRIP1	wt	Q9BX63	95.66666667	Inf	NA	1.584103051	BRIP1	
BRIP1	wt	P40692	28.66666667	42.76427147	5.92147318	1.579674371	MLH1	
BRIP1	wt	P54278	11.33333333	Inf	NA	1.553763114	PMS2	
BRIP1	wt	P54277	8.333333333	Inf	NA	1.552213401	PMS1	
BRIP1	wt	P38398	2.333333333	Inf	NA	1.56320209	BRCA1	
BRIP1	wt_eto	Q9BX63	91	Inf	NA	1.583876225	BRIP1	
BRIP1	wt_eto	P40692	29.66666667	44.27284346	6.023869354	1.583708583	MLH1	
BRIP1	wt_eto	P54278	6.666666667	Inf	NA	1.581635257	PMS2	
BRIP1	wt_eto	P54277	5	Inf	NA	1.536651495	PMS1	
BRIP1	wt_eto	Q9H501	3.333333333	1.510106339	2.91753528	1.573355385	ESF1	
BRIP1	wt_eto	Q99590	2	1.466248054	3.256810174	1.493709546	SCAF11	
CASP8	wt	Q14790	57	46.56925092	58.96342736	1.583945713	CASP8	
CASP8	wt	Q9P016	2.666666667	5.274549731	1.954853225	1.566367267	THYN1	
CASP8	wt	P09874	2.666666667	4.605380584	1.591444419	1.566367267	PARP1	
CASP8	wt	Q13158	2.333333333	Inf	NA	1.483355755	FADD	
CASP8	wt	Q9Y6V7	2.333333333	5.453432174	4.378269836	1.56320209	DDX49	
CASP8	wt	Q9HD42	2	3.682623705	4.709253591	1.493709546	CHMP1A	
CBFB	wt	Q13951	34	22.33856665	119.869002	1.584554479	CBFB	
CBFB	wt	Q01196	11	6.403167451	3635.528769	1.569907712	RUNX1	
CBFB	wt	O95757	7.666666667	15.81843651	50.7511235	1.575189876	HSPA4L	
CBFB	wt	Q13950	6.666666667	Inf	NA	1.581635257	RUNX2	
CBFB	wt	Q9NZL4	5.666666667	12.72240338	8.811493217	1.580419993	HSPBP1	
CBFB	wt	Q68D10	3.666666667	4.653094252	2.288369072	1.574627401	SPTY2D1	
CBFB	wt	Q9NW13	3	5.990024931	4.914808789	1.584962501	RBM28	
CBFB	wt	O94979	2.333333333	3.856899418	1.853403242	1.56320209	SEC31A	
CCND3	wt	Q15149	214.3333333	1.705364081	2.376441452	1.584833886	PLEC	
CCND3	wt	P35579	211.6666667	1.941240292	2.444513141	1.583857168	MYH9	
CCND3	wt	Q13813	138.3333333	2.207130233	2.420445517	1.58490421	SPTAN1	
CCND3	wt	Q01082	126	2.223917773	2.785758373	1.584871866	SPTBN1	
CCND3	wt	P35580	97.66666667	2.198375259	4.832672529	1.584147123	MYH10	
CCND3	wt	O00159	60.66666667	2.423833602	2.601051012	1.584141556	MYO1C	
CCND3	wt	Q9UM54	50.33333333	2.234028888	7.513104158	1.5845267	MYO6	
CCND3	wt	O43795	47	2.107573319	3.919243501	1.583472833	MYO1B	
CCND3	wt	Q6WCQ1	37	1.780332151	6.331632742	1.577605387	MPRIP	
CCND3	wt	O95425	36	1.510757006	5.454681897	1.582380079	SVIL	
CCND3	wt	Q69YQ0	29.66666667	1.910792902	5.850852592	1.584255164	SPECC1L	
CCND3	wt	P11802	28.33333333	Inf	NA	1.583603976	CDK4	
CCND3	wt	Q92614	24.33333333	1.542611189	4.868241042	1.568910673	MYO18A	
CCND3	wt	Q16643	23	1.991530776	13.74249566	1.582348172	DBN1	
CCND3	wt	Q9P0K7	23	1.775119008	9.054819191	1.576990909	RAI14	
CCND3	wt	P06396	23	1.725212849	3.367194924	1.582348172	GSN	
CCND3	wt	Q9ULV4	22	2.481759133	2.706849336	1.583998025	CORO1C	
CCND3	wt	O14974	20.33333333	1.623545043	2.23045551	1.583444307	PPP1R12A	
CCND3	wt	Q0ZGT2	19	2.435850606	8.256884596	1.583675338	NEXN	
CCND3	wt	Q9NYL9	17	1.766751063	1.918104867	1.573994463	TMOD3	
CCND3	wt	P46527	16.33333333	8.772903866	140.0323415	1.580955913	CDKN1B	
CCND3	wt	Q9UPQ0	15	1.533175374	8.718275484	1.570166325	LIMCH1	
CCND3	wt	P30281	14.66666667	96.02326645	524.5255672	1.575857274	CCND3	
CCND3	wt	Q00534	14	Inf	NA	1.578087488	CDK6	
CCND3	wt	Q9Y2D5	13.33333333	2.419585949	3.26590547	1.579012487	AKAP2	
CCND3	wt	P24941	11.33333333	Inf	NA	1.541350362	CDK2	
CCND3	wt	Q5M775	11	2.060891338	6.093090697	1.550861364	SPECC1	
CCND3	wt	Q00535	10.33333333	Inf	NA	1.575214605	CDK5	
CCND3	wt	P49918	10	Inf	NA	1.584962501	CDKN1C	
CCND3	wt	P47755	9	1.879713523	3.946587567	1.579431373	CAPZA2	
CCND3	wt	P38936	8	6.403167451	3100.389352	1.578020848	CDKN1A	
CCND3	wt	P52701	7.333333333	5.220455495	4.059750591	1.582272341	MSH6	
CCND3	wt	P43246	7.333333333	2.262082656	3.024595916	1.543287774	MSH2	
CCND3	wt	Q9Y2J4	6.333333333	41.37794542	39.33994326	1.581411577	AMOTL2	
CCND3	wt	Q02878	6.333333333	1.589304902	1.554179342	1.581411577	RPL6	
CCND3	wt	Q96SB3	5.333333333	1.438823907	16.71210009	1.514829277	PPP1R9B	
CCND3	wt	Q92828	5	1.425259247	15.80436603	1.567955436	CORO2A	
CCND3	wt	Q96II8	4.666666667	2.400396793	1.619547514	1.578392733	LRCH3	
CCND3	wt	Q9Y512	4	2.396885547	4.308383408	1.559120237	SAMM50	
CCND3	wt	P09493	4	1.638576946	2.55564427	1.584962501	TPM1	
CCND3	wt	P14649	3.666666667	1.981649683	6.683900408	1.546631615	MYL6B	
CCND3	wt	O14967	3.666666667	6.926036627	3.025620728	1.546631615	CLGN	
CCND3	wt	Q96C19	3.333333333	1.75797991	6.095789261	1.573355385	EFHD2	
CCND3	wt	Q5UIP0	3.333333333	2.736825635	1.931360138	1.573355385	RIF1	
CCND3	wt	O15144	2.666666667	1.822205216	3.629069653	1.566367267	ARPC2	
CCND3	wt	P35249	2.666666667	2.021993911	2.633254477	1.517528789	RFC4	
CCND3	wt	Q9H2J4	2.333333333	3.115575608	1.873308096	1.56320209	PDCL3	
CCND3	wt	Q96H55	2	2.150695756	23.15306285	1.584962501	MYO19	
CCND3	wt	Q96IZ0	2	1.973831377	19.56923294	1.493709546	PAWR	
CCND3	wt	Q9Y6D9	2	3.238068541	5.382528675	1.584962501	MAD1L1	
CCND3	wt	Q02218	2	1.459334505	4.584648975	1.493709546	OGDH	
CCND3	wt	Q53EU6	2	3.001143511	4.13779108	1.584962501	AGPAT9	
CCND3	wt	Q5VV42	2	4.246774086	3.198154354	1.493709546	CDKAL1	
CCND3	wt	Q15392	2	3.682623705	2.063616275	1.493709546	DHCR24	
CCND3	wt	Q9UBF2	2	3.95075728	1.578072371	1.584962501	COPG2	
CDH1	e243k	P35222	70.33333333	22.35794789	9.916641592	1.584833692	CTNNB1	
CDH1	e243k	P35221	61	17.75484038	6.888591062	1.584451058	CTNNA1	
CDH1	e243k	P12830	54	70.66783749	254.617247	1.584476718	CDH1	
CDH1	e243k	O60716	40.33333333	189.0666605	32.50808682	1.57427168	CTNND1	
CDH1	e243k	P14923	32.33333333	125.1643405	25.53578666	1.580709183	JUP	
CDH1	e243k	Q99569	22.66666667	Inf	NA	1.583761623	PKP4	
CDH1	e243k	Q6IQ23	22	45.71337781	2.837245218	1.572635886	PLEKHA7	
CDH1	e243k	Q9BXS5	11.66666667	26.74879443	2.195446372	1.580585678	AP1M1	
CDH1	e243k	O95470	5.333333333	34.82050689	111.8292267	1.564053541	SGPL1	
CDH1	e243k	Q9NXH8	5.333333333	8.756790249	8.793825714	1.564053541	TOR4A	
CDH1	e243k	Q9NVH1	4.333333333	4.110761645	2.715619199	1.534326469	DNAJC11	
CDH1	e243k	Q9NZJ7	4	7.957107735	1.592466834	1.559120237	MTCH1	
CDH1	e243k	P49768	3.333333333	6.403167451	2001.292721	1.573355385	PSEN1	
CDH1	e243k	Q8IY17	3.333333333	4.517536446	2.101114104	1.407618614	PNPLA6	
CDH1	e243k	P40938	3.333333333	3.740318871	1.902311858	1.573355385	RFC3	
CDH1	e243k	Q6P1M0	3	8.158663883	4.080944599	1.541007871	SLC27A4	
CDH1	e243k	Q9H061	3	2.095485789	1.675974203	1.584962501	TMEM126A	
CDH1	e243k	P51798	2.666666667	Inf	NA	1.566367267	CLCN7	
CDH1	e243k	O00192	2.333333333	15.14819132	18.71260875	1.56320209	ARVCF	
CDH1	e243k	Q9NZV1	2.333333333	3.185828727	3.996599428	1.56320209	CRIM1	
CDH1	e243k	Q6ZXV5	2.333333333	4.128628225	3.482232522	1.56320209	TMTC3	
CDH1	e243k	Q96EY1	2.333333333	4.769890278	3.401155142	1.56320209	DNAJA3	
CDH1	e243k	Q9Y679	2.333333333	4.705790894	1.807799741	1.56320209	AUP1	
CDH1	e243k	Q96EC8	2	9.167750327	80.93369297	1.584962501	YIPF6	
CDH1	e243k	P04183	2	5.715245621	36.4018736	1.493709546	TK1	
CDH1	wt	P35222	67	21.27870253	9.678797827	1.584856427	CTNNB1	
CDH1	wt	P35221	58.33333333	16.95988202	6.736338206	1.581933333	CTNNA1	
CDH1	wt	O60716	41	192.1953372	32.7756476	1.582426923	CTNND1	
CDH1	wt	P12830	39.33333333	51.43268449	217.3057982	1.584552647	CDH1	
CDH1	wt	P14923	31	119.9917633	25.00373276	1.57479721	JUP	
CDH1	wt	Q99569	23	Inf	NA	1.582348172	PKP4	
CDH1	wt	Q6IQ23	19.33333333	40.08912818	2.659738266	1.582081923	PLEKHA7	
CDH1	wt	Q9BXS5	7.666666667	17.39125007	1.779724295	1.535529302	AP1M1	
CDH1	wt	Q6P1M0	4.666666667	12.91235693	5.089832167	1.504464365	SLC27A4	
CDH1	wt	Q8N9M1	4.333333333	2.949642976	1.6453889	1.577759502	C19orf47	
CDH1	wt	Q9NVH1	4	3.754385131	2.609082532	1.559120237	DNAJC11	
CDH1	wt	Q9H061	4	3.034088799	1.935248315	1.584962501	TMEM126A	
CDH1	wt	P49768	3.333333333	6.403167451	2001.292721	1.573355385	PSEN1	
CDH1	wt	Q9BRD0	3	1.479208885	1.995928165	1.541007871	BUD13	
CDH1	wt	Q8IY17	2.666666667	3.500499445	1.879293586	1.517528789	PNPLA6	
CDH1	wt	P40938	2.666666667	2.870947458	1.701479452	1.566367267	RFC3	
CDH1	wt	Q9UGY1	2.666666667	2.016203049	1.605884445	1.566367267	NOL12	
CDH1	wt	Q8N394	2.333333333	Inf	NA	1.56320209	TMTC2	
CDH1	wt	P26232	2.333333333	15.14819132	591.7446462	1.56320209	CTNNA2	
CDH1	wt	P12755	2.333333333	6.257186664	12.5539449	1.428412468	SKI	
CDH1	wt	Q96EY1	2.333333333	4.769890278	3.401155142	1.56320209	DNAJA3	
CDH1	wt	P18206	2.333333333	1.636421183	3.258803334	1.56320209	VCL	
CDH1	wt	Q92979	2.333333333	2.156405308	3.026413424	1.56320209	EMG1	
CDH1	wt	Q99986	2.333333333	2.000775512	2.598814088	1.56320209	VRK1	
CDH1	wt	Q9Y580	2.333333333	5.810679526	1.913906605	1.56320209	RBM7	
CDH1	wt	Q8IVL5	2	6.488465064	4.145838851	1.493709546	LEPREL1	
CDH1	wt	Q9NZV1	2	2.662963707	3.700132081	1.493709546	CRIM1	
CDH1	wt	Q6ZXV5	2	3.480704817	3.223920861	1.493709546	TMTC3	
CDH1	wt	Q5VV42	2	4.246774086	3.198154354	1.493709546	CDKAL1	
CDH1	wt	P48735	2	2.309304839	2.234364424	1.493709546	IDH2	
CDH1	wt	P51153	2	4.350312241	2.164608758	1.584962501	RAB13	
CDKN1B	wt	Q15149	224.3333333	1.844029045	2.431247459	1.584607772	PLEC	
CDKN1B	wt	Q13813	122	1.818850747	2.273064742	1.584448266	SPTAN1	
CDKN1B	wt	Q01082	102.3333333	1.626923052	2.510537613	1.584947309	SPTBN1	
CDKN1B	wt	O00159	48.66666667	1.789498113	2.329644233	1.584493565	MYO1C	
CDKN1B	wt	P46527	46.66666667	25.34865125	236.6978585	1.584452729	CDKN1B	
CDKN1B	wt	Q9UM54	42.33333333	1.803814704	6.890215362	1.584348278	MYO6	
CDKN1B	wt	Q6WCQ1	31.33333333	1.436586033	5.826639566	1.577925345	MPRIP	
CDKN1B	wt	Q92614	30	2.004762328	5.405450542	1.584439754	MYO18A	
CDKN1B	wt	P11802	27	Inf	NA	1.580520675	CDK4	
CDKN1B	wt	P24385	24	Inf	NA	1.582557372	CCND1	
CDKN1B	wt	Q16643	23	1.991530776	13.74249566	1.574629973	DBN1	
CDKN1B	wt	P06396	22.33333333	1.657185199	3.318036155	1.580847001	GSN	
CDKN1B	wt	Q00534	20.33333333	Inf	NA	1.58458916	CDK6	
CDKN1B	wt	Q9NYL9	17	1.766751063	1.918104867	1.583360988	TMOD3	
CDKN1B	wt	Q0ZGT2	15.33333333	1.884051115	7.417502521	1.580430077	NEXN	
CDKN1B	wt	Q00535	12	Inf	NA	1.575705437	CDK5	
CDKN1B	wt	P24941	11	Inf	NA	1.581213609	CDK2	
CDKN1B	wt	Q9Y4I1	10.33333333	1.697955413	11.81705711	1.543729626	MYO5A	
CDKN1B	wt	Q12965	9.333333333	1.789042448	12.41610043	1.58326578	MYO1E	
CDKN1B	wt	Q9Y2D5	9.333333333	1.54405555	2.732452558	1.573103505	AKAP2	
CDKN1B	wt	P30281	9	58.86444815	410.8868155	1.562708256	CCND3	
CDKN1B	wt	P47755	8.666666667	1.792237677	3.872813069	1.582957653	CAPZA2	
CDKN1B	wt	P12273	7.666666667	11.80141929	3.748694801	1.575189876	PIP	
CDKN1B	wt	P24864	7	6.403167451	2900.14868	1.575992254	CCNE1	
CDKN1B	wt	O75427	7	6.539203839	1.682683079	1.548736037	LRCH4	
CDKN1B	wt	Q02878	6.666666667	1.704744279	1.59455436	1.561344997	RPL6	
CDKN1B	wt	O00267	6	12.01698262	4.030256907	1.572923025	SUPT5H	
CDKN1B	wt	P38432	5.666666667	5.289083592	1.661263003	1.580419993	COIL	
CDKN1B	wt	O15144	5.333333333	4.077020304	5.132279522	1.550597657	ARPC2	
CDKN1B	wt	P61158	5	2.475063257	2.232773747	1.584962501	ACTR3	
CDKN1B	wt	P54886	4.666666667	2.361796006	2.035551495	1.504464365	ALDH18A1	
CDKN1B	wt	Q8NFW8	4.333333333	4.764247324	1.668371008	1.534326469	CMAS	
CDKN1B	wt	Q9BRK5	4.333333333	7.851796406	1.660466958	1.577759502	SDF4	
CDKN1B	wt	Q96II8	4.333333333	2.182178902	1.560635035	1.478933918	LRCH3	
CDKN1B	wt	P14649	4	2.197373573	6.981106294	1.584962501	MYL6B	
CDKN1B	wt	P14635	3.666666667	6.403167451	2098.973514	1.546631615	CCNB1	
CDKN1B	wt	O76031	3.666666667	7.420975331	6.483514668	1.574627401	CLPX	
CDKN1B	wt	P36776	3.666666667	2.76046781	2.247744518	1.574627401	LONP1	
CDKN1B	wt	Q9UNZ2	3.666666667	3.641544242	1.513274602	1.546631615	NSFL1C	
CDKN1B	wt	Q96AQ6	3.333333333	Inf	NA	1.407618614	PBXIP1	
CDKN1B	wt	Q8N3V7	3.333333333	1.664191136	31.76328082	1.533396631	SYNPO	
CDKN1B	wt	P05090	3	6.403167451	1898.592979	1.541007871	APOD	
CDKN1B	wt	O60563	3	3.529594654	3.417668434	1.541007871	CCNT1	
CDKN1B	wt	P07203	2.666666667	2.394970585	2.303326371	1.566367267	GPX1	
CDKN1B	wt	Q8IY17	2.666666667	3.500499445	1.879293586	1.446554269	PNPLA6	
CDKN1B	wt	O75676	2.666666667	4.042496052	1.730617017	1.446554269	RPS6KA4	
CDKN1B	wt	P30837	2.666666667	3.967732679	1.651680546	1.566367267	ALDH1B1	
CDKN1B	wt	P20339	2.333333333	Inf	NA	1.56320209	RAB5A	
CDKN1B	wt	Q15648	2.333333333	4.914524264	4.275539562	1.56320209	MED1	
CDKN1B	wt	Q96TA2	2.333333333	5.017285839	3.672535188	1.428412468	YME1L1	
CDKN1B	wt	Q7Z4V5	2.333333333	3.95609742	2.291941915	1.56320209	HDGFRP2	
CDKN1B	wt	P22307	2.333333333	4.218585946	1.79689157	1.483355755	SCP2	
CDKN1B	wt	P50613	2	Inf	NA	1.493709546	CDK7	
CDKN1B	wt	P09758	2	4.81860021	71.10592432	1.584962501	TACSTD2	
CDKN1B	wt	P61225	2	7.488207784	12.51068148	1.493709546	RAP2B	
CDKN1B	wt	Q9H583	2	6.488465064	11.05623858	1.493709546	HEATR1	
CDKN1B	wt	O60583	2	4.246774086	9.616954567	1.584962501	CCNT2	
CDKN1B	wt	Q9NXH8	2	3.085977287	5.385096472	1.493709546	TOR4A	
CDKN1B	wt	O15145	2	2.343459505	3.354131706	1.493709546	ARPC3	
CDKN1B	wt	Q9H5Q4	2	3.238068541	2.929877507	1.493709546	TFB2M	
CDKN1B	wt	O60832	2	3.843599331	2.31158428	1.493709546	DKC1	
CDKN1B	wt	P46939	2	5.807625933	2.267818285	1.493709546	UTRN	
CDKN1B	wt	O14734	2	4.029437997	2.128190608	1	ACOT8	
CDKN1B	wt	Q9NVH1	2	1.61612605	1.844899951	1.493709546	DNAJC11	
CDKN1B	wt	Q53EU6	2	3.001143511	1.776150148	0.881290899	AGPAT9	
CDKN1B	wt	Q5JVS0	2	1.713736321	1.585954779	1.584962501	HABP4	
CHEK2	1100delC	O96017	15.33333333	10.28979022	19.6399781	1.580430077	CHEK2	
CHEK2	1100delC	O15355	3.666666667	14.58093852	13.83475723	1.546631615	PPM1G	
CHEK2	1100delC	O75822	2	1.683707465	2.08018377	1.493709546	EIF3J	
CHEK2	1100delC	P27105	2	2.004543572	1.568553359	1.493709546	STOM	
CHEK2	1100delC_eto	O96017	17.33333333	11.66631813	20.88159917	1.575262245	CHEK2	
CHEK2	1100delC_eto	O15355	4.333333333	17.2789862	15.03996675	1.577759502	PPM1G	
CHEK2	1100delC_eto	P06702	2.666666667	4.360874855	1.587684369	1.517528789	S100A9	
CHEK2	1100delC_eto	Q15004	2.666666667	2.776153784	1.58152503	1.566367267	KIAA0101	
CHEK2	1100delC_eto	Q96FF9	2.333333333	2.668220511	4.812861763	1.483355755	CDCA5	
CHEK2	1100delC_eto	O75822	2.333333333	2.035415247	2.24685527	1.56320209	EIF3J	
CHEK2	1100delC_eto	Q9UNZ2	2	2.653490802	4.827067359	1.493709546	NSFL1C	
CHEK2	1100delC_eto	Q9UBR2	2	3.811569746	1.739001214	1.584962501	CTSZ	
CHEK2	1100delC_eto	P00441	2	3.104297217	1.536864861	1	SOD1	
CHEK2	k373e	P35579	153	2.901197558	1.591255964	1.584819715	MYH9	
CHEK2	k373e	Q15149	138.6666667	3.335024112	1.663184937	1.583250648	PLEC	
CHEK2	k373e	P46013	96	3.529399065	20.53986813	1.584285449	MKI67	
CHEK2	k373e	P35580	78.66666667	3.794233956	13.33629155	1.584629823	MYH10	
CHEK2	k373e	O00159	42.33333333	3.361034754	9.184190222	1.583567627	MYO1C	
CHEK2	k373e	Q6WCQ1	39	4.42977668	21.07644102	1.5840376	MPRIP	
CHEK2	k373e	O43795	38.33333333	3.719970347	16.94050341	1.584855589	MYO1B	
CHEK2	k373e	O96017	37.33333333	25.43159727	30.64580929	1.579530573	CHEK2	
CHEK2	k373e	Q9UM54	36.33333333	3.577549273	57.9884473	1.584131258	MYO6	
CHEK2	k373e	P12956	33	4.085981181	2.584418428	1.584529627	XRCC6	
CHEK2	k373e	P13010	26	4.435758734	1.659172139	1.573823556	XRCC5	
CHEK2	k373e	Q9NR30	25.33333333	3.152209587	5.161312733	1.583980422	DDX21	
CHEK2	k373e	Q9P0K7	24.33333333	3.785827904	18.00824326	1.583129006	RAI14	
CHEK2	k373e	O14974	23.66666667	4.141744831	2.144003796	1.579628836	PPP1R12A	
CHEK2	k373e	Q69YQ0	22.33333333	3.92921087	82.35454399	1.580847001	SPECC1L	
CHEK2	k373e	Q08211	21	2.487139775	1.713280735	1.581838718	DHX9	
CHEK2	k373e	P51114	20.33333333	3.048201621	7.201115126	1.58235316	FXR1	
CHEK2	k373e	O95425	19.66666667	2.948259737	20.45226546	1.579821665	SVIL	
CHEK2	k373e	P11388	18	1.699426079	10.4503161	1.583531018	TOP2A	
CHEK2	k373e	Q14690	16.33333333	2.200254709	29.56544897	1.567563944	PDCD11	
CHEK2	k373e	Q9ULV4	15.66666667	3.477708473	2.986368786	1.57695265	CORO1C	
CHEK2	k373e	Q9NYL9	15.33333333	3.508868496	4.314676589	1.582310578	TMOD3	
CHEK2	k373e	Q9H0A0	15.33333333	2.563269999	2.381984397	1.584313889	NAT10	
CHEK2	k373e	P09874	15.33333333	3.499078792	1.721257146	1.584313889	PARP1	
CHEK2	k373e	O00567	14	2.714693726	4.767506671	1.584962501	NOP56	
